org,chr,bp,range,trait
Z.mays,5,3618720,1.00E+05,Co59
Z.mays,5,3677235,1.00E+05,Co59
Z.mays,5,3677235,1.00E+05,Co59
Z.mays,5,4258189,1.00E+05,Co59
Z.mays,5,4258189,1.00E+05,Co59
Z.mays,5,4349961,1.00E+05,Co59
Z.mays,5,4349961,1.00E+05,Co59
Z.mays,5,4770073,1.00E+05,Co59
Z.mays,5,5283593,1.00E+05,Co59
Z.mays,5,5320259,1.00E+05,Co59
Z.mays,5,5796835,1.00E+05,Co59
Z.mays,5,5916230,1.00E+05,Co59
Z.mays,5,5964877,1.00E+05,Co59
Z.mays,5,5964877,1.00E+05,Co59
Z.mays,5,6276078,1.00E+05,Co59
Z.mays,5,6276078,1.00E+05,Co59
Z.mays,5,6310819,1.00E+05,Co59
Z.mays,5,6363578,1.00E+05,Co59
Z.mays,5,6411359,1.00E+05,Co59
Z.mays,5,6471968,1.00E+05,Co59
Z.mays,5,6580150,1.00E+05,Co59
Z.mays,5,6863048,1.00E+05,Co59
Z.mays,5,6871360,1.00E+05,Co59
Z.mays,5,6871360,1.00E+05,Co59
Z.mays,5,6871360,1.00E+05,Co59
Z.mays,5,7129382,1.00E+05,Co59
Z.mays,5,7252569,1.00E+05,Co59
Z.mays,5,7308754,1.00E+05,Co59
Z.mays,5,7436909,1.00E+05,Co59
Z.mays,5,7523842,1.00E+05,Co59
Z.mays,5,7540066,1.00E+05,Co59
Z.mays,5,7561597,1.00E+05,Co59
Z.mays,5,7604778,1.00E+05,Co59
Z.mays,5,7636743,1.00E+05,Co59
Z.mays,5,7646851,1.00E+05,Co59
Z.mays,5,7689397,1.00E+05,Co59
Z.mays,5,7736912,1.00E+05,Co59
Z.mays,5,7740507,1.00E+05,Co59
Z.mays,5,7743778,1.00E+05,Co59
Z.mays,5,7776681,1.00E+05,Co59
Z.mays,5,7776993,1.00E+05,Co59
Z.mays,5,7778761,1.00E+05,Co59
Z.mays,5,8503049,1.00E+05,Co59
Z.mays,5,9616705,1.00E+05,Co59
Z.mays,5,9616705,1.00E+05,Co59
Z.mays,5,9665177,1.00E+05,Co59
Z.mays,5,9666731,1.00E+05,Co59
Z.mays,5,9666731,1.00E+05,Co59
Z.mays,5,9808828,1.00E+05,Co59
Z.mays,5,9808828,1.00E+05,Co59
Z.mays,5,9808828,1.00E+05,Co59
Z.mays,5,9817477,1.00E+05,Co59
Z.mays,5,9818416,1.00E+05,Co59
Z.mays,5,9818416,1.00E+05,Co59
Z.mays,5,9880875,1.00E+05,Co59
Z.mays,5,9901420,1.00E+05,Co59
Z.mays,5,9914306,1.00E+05,Co59
Z.mays,5,9986331,1.00E+05,Co59
Z.mays,5,9986331,1.00E+05,Co59
Z.mays,5,10020809,1.00E+05,Co59
Z.mays,5,10020809,1.00E+05,Co59
Z.mays,5,10022545,1.00E+05,Co59
Z.mays,5,10022545,1.00E+05,Co59
Z.mays,5,10067922,1.00E+05,Co59
Z.mays,5,10067922,1.00E+05,Co59
Z.mays,5,10070640,1.00E+05,Co59
Z.mays,5,10116479,1.00E+05,Co59
Z.mays,5,10601940,1.00E+05,Co59
Z.mays,5,13732619,1.00E+05,Co59
Z.mays,5,13732619,1.00E+05,Co59
Z.mays,5,13732619,1.00E+05,Co59
Z.mays,5,14113018,1.00E+05,Co59
Z.mays,5,14113018,1.00E+05,Co59
Z.mays,5,14113018,1.00E+05,Co59
Z.mays,5,14190985,1.00E+05,Co59
Z.mays,5,14202519,1.00E+05,Co59
Z.mays,5,14242173,1.00E+05,Co59
Z.mays,5,14249101,1.00E+05,Co59
Z.mays,5,14433635,1.00E+05,Co59
Z.mays,5,14433836,1.00E+05,Co59
Z.mays,5,14434034,1.00E+05,Co59
Z.mays,5,14434034,1.00E+05,Co59
Z.mays,5,14515055,1.00E+05,Co59
Z.mays,5,14515055,1.00E+05,Co59
Z.mays,5,14515055,1.00E+05,Co59
Z.mays,5,14665854,1.00E+05,Co59
Z.mays,5,14730749,1.00E+05,Co59
Z.mays,5,14829612,1.00E+05,Co59
Z.mays,5,14913381,1.00E+05,Co59
Z.mays,5,14913381,1.00E+05,Co59
Z.mays,5,15155885,1.00E+05,Co59
Z.mays,5,15451950,1.00E+05,Co59
Z.mays,5,15451950,1.00E+05,Co59
Z.mays,5,15639226,1.00E+05,Co59
Z.mays,5,16741122,1.00E+05,Co59
Z.mays,5,18091929,1.00E+05,Co59
Z.mays,5,18572314,1.00E+05,Co59
Z.mays,5,18576777,1.00E+05,Co59
Z.mays,5,18759001,1.00E+05,Co59
Z.mays,5,18792435,1.00E+05,Co59
Z.mays,5,18927382,1.00E+05,Co59
Z.mays,5,19553941,1.00E+05,Co59
Z.mays,5,19553941,1.00E+05,Co59
Z.mays,5,19633158,1.00E+05,Co59
Z.mays,5,19633158,1.00E+05,Co59
Z.mays,5,19633162,1.00E+05,Co59
Z.mays,5,19680376,1.00E+05,Co59
Z.mays,5,19702838,1.00E+05,Co59
Z.mays,5,19784114,1.00E+05,Co59
Z.mays,5,19848657,1.00E+05,Co59
Z.mays,5,19848657,1.00E+05,Co59
Z.mays,5,20879707,1.00E+05,Co59
Z.mays,5,20880835,1.00E+05,Co59
Z.mays,5,20904632,1.00E+05,Co59
Z.mays,5,20904632,1.00E+05,Co59
Z.mays,5,20904632,1.00E+05,Co59
Z.mays,5,21252654,1.00E+05,Co59
Z.mays,5,21252654,1.00E+05,Co59
Z.mays,5,23132755,1.00E+05,Co59
Z.mays,5,24014351,1.00E+05,Co59
Z.mays,5,32141642,1.00E+05,Co59
Z.mays,5,32141642,1.00E+05,Co59
Z.mays,5,32659559,1.00E+05,Co59
Z.mays,5,32667956,1.00E+05,Co59
Z.mays,5,42122147,1.00E+05,Co59
Z.mays,5,44082996,1.00E+05,Co59
Z.mays,5,44089814,1.00E+05,Co59
Z.mays,5,46028521,1.00E+05,Co59
Z.mays,5,48912480,1.00E+05,Co59
Z.mays,5,49927916,1.00E+05,Co59
Z.mays,5,49927916,1.00E+05,Co59
Z.mays,5,53836325,1.00E+05,Co59
Z.mays,5,57744233,1.00E+05,Co59
Z.mays,5,60033985,1.00E+05,Co59
Z.mays,5,60804723,1.00E+05,Co59
Z.mays,5,60804723,1.00E+05,Co59
Z.mays,5,65320540,1.00E+05,Co59
Z.mays,5,69143879,1.00E+05,Co59
Z.mays,5,69143879,1.00E+05,Co59
Z.mays,5,69433934,1.00E+05,Co59
Z.mays,5,69481004,1.00E+05,Co59
Z.mays,5,71372280,1.00E+05,Co59
Z.mays,5,71425834,1.00E+05,Co59
Z.mays,5,73163445,1.00E+05,Co59
Z.mays,5,74739406,1.00E+05,Co59
Z.mays,5,74758235,1.00E+05,Co59
Z.mays,5,74845774,1.00E+05,Co59
Z.mays,5,76678604,1.00E+05,Co59
Z.mays,5,76678604,1.00E+05,Co59
Z.mays,5,76678604,1.00E+05,Co59
Z.mays,5,80933988,1.00E+05,Co59
Z.mays,5,81413558,1.00E+05,Co59
Z.mays,5,81413558,1.00E+05,Co59
Z.mays,5,84916686,1.00E+05,Co59
Z.mays,5,84932028,1.00E+05,Co59
Z.mays,5,86190382,1.00E+05,Co59
Z.mays,5,86190382,1.00E+05,Co59
Z.mays,5,86190382,1.00E+05,Co59
Z.mays,5,86190382,1.00E+05,Co59
Z.mays,5,88719672,1.00E+05,Co59
Z.mays,5,88723082,1.00E+05,Co59
Z.mays,5,94130661,1.00E+05,Co59
Z.mays,5,94130792,1.00E+05,Co59
Z.mays,5,112964154,1.00E+05,Co59
Z.mays,5,125501971,1.00E+05,Co59
Z.mays,5,125501971,1.00E+05,Co59
Z.mays,5,133866303,1.00E+05,Co59
Z.mays,5,138055969,1.00E+05,Co59
Z.mays,5,138055969,1.00E+05,Co59
Z.mays,5,150394751,1.00E+05,Co59
Z.mays,5,156806348,1.00E+05,Co59
Z.mays,5,156806348,1.00E+05,Co59
Z.mays,5,163328567,1.00E+05,Co59
Z.mays,5,164923207,1.00E+05,Co59
Z.mays,5,165259343,1.00E+05,Co59
Z.mays,5,165862896,1.00E+05,Co59
Z.mays,5,166790851,1.00E+05,Co59
Z.mays,5,167731970,1.00E+05,Co59
Z.mays,5,167776794,1.00E+05,Co59
Z.mays,5,169525000,1.00E+05,Co59
Z.mays,5,169880204,1.00E+05,Co59
Z.mays,5,169892136,1.00E+05,Co59
Z.mays,5,170200796,1.00E+05,Co59
Z.mays,5,170200796,1.00E+05,Co59
Z.mays,5,170505378,1.00E+05,Co59
Z.mays,5,170529742,1.00E+05,Co59
Z.mays,5,170544825,1.00E+05,Co59
Z.mays,5,170544825,1.00E+05,Co59
Z.mays,5,170576436,1.00E+05,Co59
Z.mays,5,170771497,1.00E+05,Co59
Z.mays,5,171404217,1.00E+05,Co59
Z.mays,5,171832711,1.00E+05,Co59
Z.mays,5,172440064,1.00E+05,Co59
Z.mays,5,173541929,1.00E+05,Co59
Z.mays,5,174107433,1.00E+05,Co59
Z.mays,5,174439743,1.00E+05,Co59
Z.mays,5,175343304,1.00E+05,Co59
Z.mays,5,175530658,1.00E+05,Co59
Z.mays,5,175901538,1.00E+05,Co59
Z.mays,5,175901538,1.00E+05,Co59
Z.mays,5,176581969,1.00E+05,Co59
Z.mays,5,176581969,1.00E+05,Co59
Z.mays,5,177205884,1.00E+05,Co59
Z.mays,5,177205884,1.00E+05,Co59
Z.mays,5,178134149,1.00E+05,Co59
Z.mays,5,178134149,1.00E+05,Co59
Z.mays,5,178134149,1.00E+05,Co59
Z.mays,5,178225630,1.00E+05,Co59
Z.mays,5,180200976,1.00E+05,Co59
Z.mays,5,180200976,1.00E+05,Co59
Z.mays,5,180246411,1.00E+05,Co59
Z.mays,5,180501998,1.00E+05,Co59
Z.mays,5,180501998,1.00E+05,Co59
Z.mays,5,180507404,1.00E+05,Co59
Z.mays,5,181013972,1.00E+05,Co59
Z.mays,5,181013972,1.00E+05,Co59
Z.mays,5,181435461,1.00E+05,Co59
Z.mays,5,183234519,1.00E+05,Co59
Z.mays,5,183234519,1.00E+05,Co59
Z.mays,5,183456739,1.00E+05,Co59
Z.mays,5,183744302,1.00E+05,Co59
Z.mays,5,184105390,1.00E+05,Co59
Z.mays,5,184605666,1.00E+05,Co59
Z.mays,5,186432417,1.00E+05,Co59
Z.mays,5,186813056,1.00E+05,Co59
Z.mays,5,186977110,1.00E+05,Co59
Z.mays,5,187175324,1.00E+05,Co59
Z.mays,5,188854381,1.00E+05,Co59
Z.mays,5,188854381,1.00E+05,Co59
Z.mays,5,188931181,1.00E+05,Co59
Z.mays,5,189555707,1.00E+05,Co59
Z.mays,5,189587719,1.00E+05,Co59
Z.mays,5,191464238,1.00E+05,Co59
Z.mays,5,193570408,1.00E+05,Co59
Z.mays,5,194294137,1.00E+05,Co59
Z.mays,5,195315904,1.00E+05,Co59
Z.mays,5,195439161,1.00E+05,Co59
Z.mays,5,195444971,1.00E+05,Co59
Z.mays,5,195444971,1.00E+05,Co59
Z.mays,5,195452063,1.00E+05,Co59
Z.mays,5,195956070,1.00E+05,Co59
Z.mays,5,196091968,1.00E+05,Co59
Z.mays,5,196211275,1.00E+05,Co59
Z.mays,5,196211275,1.00E+05,Co59
Z.mays,5,196366949,1.00E+05,Co59
Z.mays,5,196464435,1.00E+05,Co59
Z.mays,5,196466078,1.00E+05,Co59
Z.mays,5,196557032,1.00E+05,Co59
Z.mays,5,197234244,1.00E+05,Co59
Z.mays,5,198000156,1.00E+05,Co59
Z.mays,5,198254414,1.00E+05,Co59
Z.mays,5,198258349,1.00E+05,Co59
Z.mays,5,198286476,1.00E+05,Co59
Z.mays,5,199018330,1.00E+05,Co59
Z.mays,5,199031608,1.00E+05,Co59
Z.mays,5,199031608,1.00E+05,Co59
Z.mays,5,199278292,1.00E+05,Co59
Z.mays,5,199278292,1.00E+05,Co59
Z.mays,5,199574621,1.00E+05,Co59
Z.mays,5,199626428,1.00E+05,Co59
Z.mays,5,200212716,1.00E+05,Co59
Z.mays,5,201231576,1.00E+05,Co59
Z.mays,5,201231576,1.00E+05,Co59
Z.mays,5,201354556,1.00E+05,Co59
Z.mays,5,202045411,1.00E+05,Co59
Z.mays,5,202051972,1.00E+05,Co59
Z.mays,5,202623416,1.00E+05,Co59
Z.mays,5,202623416,1.00E+05,Co59
Z.mays,5,202999178,1.00E+05,Co59
Z.mays,5,203275276,1.00E+05,Co59
Z.mays,5,203606290,1.00E+05,Co59
Z.mays,5,203842446,1.00E+05,Co59
Z.mays,5,203842446,1.00E+05,Co59
Z.mays,5,203842446,1.00E+05,Co59
Z.mays,5,204813170,1.00E+05,Co59
Z.mays,5,205115335,1.00E+05,Co59
Z.mays,5,205574254,1.00E+05,Co59
Z.mays,5,205622359,1.00E+05,Co59
Z.mays,5,205636613,1.00E+05,Co59
Z.mays,5,205648970,1.00E+05,Co59
Z.mays,5,206081646,1.00E+05,Co59
Z.mays,5,206127480,1.00E+05,Co59
Z.mays,5,206155219,1.00E+05,Co59
Z.mays,5,206336210,1.00E+05,Co59
Z.mays,5,206583712,1.00E+05,Co59
Z.mays,5,206845109,1.00E+05,Co59
Z.mays,5,206845109,1.00E+05,Co59
Z.mays,5,206891402,1.00E+05,Co59
Z.mays,5,206955005,1.00E+05,Co59
Z.mays,5,206955005,1.00E+05,Co59
Z.mays,5,207021529,1.00E+05,Co59
Z.mays,5,207129449,1.00E+05,Co59
Z.mays,5,207181998,1.00E+05,Co59
Z.mays,5,207201563,1.00E+05,Co59
Z.mays,5,207552954,1.00E+05,Co59
Z.mays,5,207552954,1.00E+05,Co59
Z.mays,5,207561458,1.00E+05,Co59
Z.mays,5,207731988,1.00E+05,Co59
Z.mays,5,208040338,1.00E+05,Co59
Z.mays,5,208158821,1.00E+05,Co59
Z.mays,5,208222208,1.00E+05,Co59
Z.mays,5,208260727,1.00E+05,Co59
Z.mays,5,208635619,1.00E+05,Co59
Z.mays,5,209036125,1.00E+05,Co59
Z.mays,5,209297052,1.00E+05,Co59
Z.mays,5,209718347,1.00E+05,Co59
Z.mays,5,209765391,1.00E+05,Co59
Z.mays,5,209897481,1.00E+05,Co59
Z.mays,5,210230313,1.00E+05,Co59
Z.mays,5,210267368,1.00E+05,Co59
Z.mays,5,210290986,1.00E+05,Co59
Z.mays,5,210308799,1.00E+05,Co59
Z.mays,5,210308799,1.00E+05,Co59
Z.mays,5,210360928,1.00E+05,Co59
Z.mays,5,210360928,1.00E+05,Co59
Z.mays,5,210727186,1.00E+05,Co59
Z.mays,5,210727186,1.00E+05,Co59
Z.mays,5,210735347,1.00E+05,Co59
Z.mays,5,210783417,1.00E+05,Co59
Z.mays,5,210878958,1.00E+05,Co59
Z.mays,5,210878958,1.00E+05,Co59
Z.mays,5,210944034,1.00E+05,Co59
Z.mays,5,211281248,1.00E+05,Co59
Z.mays,5,211314584,1.00E+05,Co59
Z.mays,5,211583612,1.00E+05,Co59
Z.mays,5,211756294,1.00E+05,Co59
Z.mays,5,212643069,1.00E+05,Co59
Z.mays,5,212706586,1.00E+05,Co59
Z.mays,5,212735181,1.00E+05,Co59
Z.mays,5,212749192,1.00E+05,Co59
Z.mays,5,212802294,1.00E+05,Co59
Z.mays,5,212822631,1.00E+05,Co59
Z.mays,5,212869225,1.00E+05,Co59
Z.mays,5,212891964,1.00E+05,Co59
Z.mays,5,213053600,1.00E+05,Co59
Z.mays,5,213124327,1.00E+05,Co59
Z.mays,5,213128579,1.00E+05,Co59
Z.mays,5,213343565,1.00E+05,Co59
Z.mays,5,213349593,1.00E+05,Co59
Z.mays,5,213594190,1.00E+05,Co59
Z.mays,5,213611063,1.00E+05,Co59
Z.mays,5,213624602,1.00E+05,Co59
Z.mays,5,213630753,1.00E+05,Co59
Z.mays,5,213686201,1.00E+05,Co59
Z.mays,5,213753766,1.00E+05,Co59
Z.mays,5,213991365,1.00E+05,Co59
Z.mays,5,213991365,1.00E+05,Co59
Z.mays,5,213991365,1.00E+05,Co59
Z.mays,5,213991365,1.00E+05,Co59
Z.mays,5,214169420,1.00E+05,Co59
Z.mays,5,214194120,1.00E+05,Co59
Z.mays,5,214194120,1.00E+05,Co59
Z.mays,5,214432558,1.00E+05,Co59
Z.mays,5,214454693,1.00E+05,Co59
Z.mays,5,214972593,1.00E+05,Co59
Z.mays,5,214985595,1.00E+05,Co59
Z.mays,5,215039126,1.00E+05,Co59
Z.mays,5,215065548,1.00E+05,Co59
Z.mays,5,215065548,1.00E+05,Co59
Z.mays,5,215065548,1.00E+05,Co59
Z.mays,5,215071436,1.00E+05,Co59
Z.mays,5,215071436,1.00E+05,Co59
Z.mays,5,215111129,1.00E+05,Co59
Z.mays,5,215111129,1.00E+05,Co59
Z.mays,5,215153953,1.00E+05,Co59
Z.mays,5,215153953,1.00E+05,Co59
Z.mays,5,215282955,1.00E+05,Co59
Z.mays,5,215294873,1.00E+05,Co59
Z.mays,5,215387321,1.00E+05,Co59
Z.mays,5,215594682,1.00E+05,Co59
Z.mays,5,215665123,1.00E+05,Co59
Z.mays,5,215735659,1.00E+05,Co59
Z.mays,5,215796512,1.00E+05,Co59
Z.mays,5,215860713,1.00E+05,Co59
Z.mays,5,215906373,1.00E+05,Co59
Z.mays,5,216062002,1.00E+05,Co59
Z.mays,5,216067390,1.00E+05,Co59
Z.mays,5,216078838,1.00E+05,Co59
Z.mays,5,216124072,1.00E+05,Co59
Z.mays,5,216195301,1.00E+05,Co59
Z.mays,5,216216666,1.00E+05,Co59
Z.mays,5,216296735,1.00E+05,Co59
Z.mays,5,216418403,1.00E+05,Co59
Z.mays,5,216439321,1.00E+05,Co59
Z.mays,5,216439321,1.00E+05,Co59
Z.mays,5,216439321,1.00E+05,Co59
Z.mays,5,217577154,1.00E+05,Co59
Z.mays,6,7450,1.00E+05,Co59
Z.mays,6,7450,1.00E+05,Co59
Z.mays,6,7450,1.00E+05,Co59
Z.mays,6,7450,1.00E+05,Co59
Z.mays,6,3082228,1.00E+05,Co59
Z.mays,6,3082228,1.00E+05,Co59
Z.mays,6,3082228,1.00E+05,Co59
Z.mays,6,3082228,1.00E+05,Co59
Z.mays,6,4364940,1.00E+05,Co59
Z.mays,6,4364940,1.00E+05,Co59
Z.mays,6,4502317,1.00E+05,Co59
Z.mays,6,5162535,1.00E+05,Co59
Z.mays,6,5240757,1.00E+05,Co59
Z.mays,6,5443330,1.00E+05,Co59
Z.mays,6,5644834,1.00E+05,Co59
Z.mays,6,5644834,1.00E+05,Co59
Z.mays,6,5644834,1.00E+05,Co59
Z.mays,6,6916377,1.00E+05,Co59
Z.mays,6,6933263,1.00E+05,Co59
Z.mays,6,8209817,1.00E+05,Co59
Z.mays,6,8217019,1.00E+05,Co59
Z.mays,6,8217019,1.00E+05,Co59
Z.mays,6,8217019,1.00E+05,Co59
Z.mays,6,8264738,1.00E+05,Co59
Z.mays,6,21949412,1.00E+05,Co59
Z.mays,6,25743878,1.00E+05,Co59
Z.mays,6,28003645,1.00E+05,Co59
Z.mays,6,28003645,1.00E+05,Co59
Z.mays,6,28018733,1.00E+05,Co59
Z.mays,6,28766064,1.00E+05,Co59
Z.mays,6,29523845,1.00E+05,Co59
Z.mays,6,29523845,1.00E+05,Co59
Z.mays,6,29523845,1.00E+05,Co59
Z.mays,6,30282327,1.00E+05,Co59
Z.mays,6,32199351,1.00E+05,Co59
Z.mays,6,37484394,1.00E+05,Co59
Z.mays,6,46794392,1.00E+05,Co59
Z.mays,6,46802134,1.00E+05,Co59
Z.mays,6,46802134,1.00E+05,Co59
Z.mays,6,58414436,1.00E+05,Co59
Z.mays,6,60521753,1.00E+05,Co59
Z.mays,6,71010103,1.00E+05,Co59
Z.mays,6,73112313,1.00E+05,Co59
Z.mays,6,73112313,1.00E+05,Co59
Z.mays,6,73112451,1.00E+05,Co59
Z.mays,6,73112451,1.00E+05,Co59
Z.mays,6,75268788,1.00E+05,Co59
Z.mays,6,75268788,1.00E+05,Co59
Z.mays,6,81499846,1.00E+05,Co59
Z.mays,6,82215192,1.00E+05,Co59
Z.mays,6,84434759,1.00E+05,Co59
Z.mays,6,85799852,1.00E+05,Co59
Z.mays,6,86520735,1.00E+05,Co59
Z.mays,6,86535686,1.00E+05,Co59
Z.mays,6,86554985,1.00E+05,Co59
Z.mays,6,86777012,1.00E+05,Co59
Z.mays,6,86777012,1.00E+05,Co59
Z.mays,6,86782231,1.00E+05,Co59
Z.mays,6,86782231,1.00E+05,Co59
Z.mays,6,87501995,1.00E+05,Co59
Z.mays,6,88762287,1.00E+05,Co59
Z.mays,6,88923568,1.00E+05,Co59
Z.mays,6,89655166,1.00E+05,Co59
Z.mays,6,89655166,1.00E+05,Co59
Z.mays,6,91798158,1.00E+05,Co59
Z.mays,6,91798158,1.00E+05,Co59
Z.mays,6,92976258,1.00E+05,Co59
Z.mays,6,93307689,1.00E+05,Co59
Z.mays,6,94011753,1.00E+05,Co59
Z.mays,6,94797644,1.00E+05,Co59
Z.mays,6,94797644,1.00E+05,Co59
Z.mays,6,94799130,1.00E+05,Co59
Z.mays,6,94950788,1.00E+05,Co59
Z.mays,6,94950788,1.00E+05,Co59
Z.mays,6,95702383,1.00E+05,Co59
Z.mays,6,97322581,1.00E+05,Co59
Z.mays,6,97562636,1.00E+05,Co59
Z.mays,6,97787517,1.00E+05,Co59
Z.mays,6,97787517,1.00E+05,Co59
Z.mays,6,97828382,1.00E+05,Co59
Z.mays,6,98264715,1.00E+05,Co59
Z.mays,6,98274841,1.00E+05,Co59
Z.mays,6,98274841,1.00E+05,Co59
Z.mays,6,98320478,1.00E+05,Co59
Z.mays,6,99967635,1.00E+05,Co59
Z.mays,6,102609145,1.00E+05,Co59
Z.mays,6,102759133,1.00E+05,Co59
Z.mays,6,102850270,1.00E+05,Co59
Z.mays,6,102939160,1.00E+05,Co59
Z.mays,6,102945738,1.00E+05,Co59
Z.mays,6,103478689,1.00E+05,Co59
Z.mays,6,103479630,1.00E+05,Co59
Z.mays,6,103479630,1.00E+05,Co59
Z.mays,6,103484762,1.00E+05,Co59
Z.mays,6,103484762,1.00E+05,Co59
Z.mays,6,103492415,1.00E+05,Co59
Z.mays,6,103514206,1.00E+05,Co59
Z.mays,6,103814302,1.00E+05,Co59
Z.mays,6,103816537,1.00E+05,Co59
Z.mays,6,104148155,1.00E+05,Co59
Z.mays,6,104823520,1.00E+05,Co59
Z.mays,6,104834867,1.00E+05,Co59
Z.mays,6,105474749,1.00E+05,Co59
Z.mays,6,107457887,1.00E+05,Co59
Z.mays,6,112809697,1.00E+05,Co59
Z.mays,6,113137104,1.00E+05,Co59
Z.mays,6,113221003,1.00E+05,Co59
Z.mays,6,114028871,1.00E+05,Co59
Z.mays,6,114028871,1.00E+05,Co59
Z.mays,6,115315182,1.00E+05,Co59
Z.mays,6,117342984,1.00E+05,Co59
Z.mays,6,117382292,1.00E+05,Co59
Z.mays,6,117833280,1.00E+05,Co59
Z.mays,6,117976843,1.00E+05,Co59
Z.mays,6,119397274,1.00E+05,Co59
Z.mays,6,120299132,1.00E+05,Co59
Z.mays,6,120299132,1.00E+05,Co59
Z.mays,6,120824251,1.00E+05,Co59
Z.mays,6,121400522,1.00E+05,Co59
Z.mays,6,121401118,1.00E+05,Co59
Z.mays,6,121951343,1.00E+05,Co59
Z.mays,6,121959431,1.00E+05,Co59
Z.mays,6,122089948,1.00E+05,Co59
Z.mays,6,123660385,1.00E+05,Co59
Z.mays,6,123660385,1.00E+05,Co59
Z.mays,6,125272890,1.00E+05,Co59
Z.mays,6,125272890,1.00E+05,Co59
Z.mays,6,125287613,1.00E+05,Co59
Z.mays,6,125287613,1.00E+05,Co59
Z.mays,6,127570891,1.00E+05,Co59
Z.mays,6,128135244,1.00E+05,Co59
Z.mays,6,128696341,1.00E+05,Co59
Z.mays,6,129275931,1.00E+05,Co59
Z.mays,6,129275931,1.00E+05,Co59
Z.mays,6,130618906,1.00E+05,Co59
Z.mays,6,131343825,1.00E+05,Co59
Z.mays,6,137478491,1.00E+05,Co59
Z.mays,6,137894715,1.00E+05,Co59
Z.mays,6,138288921,1.00E+05,Co59
Z.mays,6,138726276,1.00E+05,Co59
Z.mays,6,139093989,1.00E+05,Co59
Z.mays,6,139133186,1.00E+05,Co59
Z.mays,6,142492424,1.00E+05,Co59
Z.mays,6,142539125,1.00E+05,Co59
Z.mays,6,142853864,1.00E+05,Co59
Z.mays,6,143258852,1.00E+05,Co59
Z.mays,6,143298766,1.00E+05,Co59
Z.mays,6,143693865,1.00E+05,Co59
Z.mays,6,144053453,1.00E+05,Co59
Z.mays,6,145472661,1.00E+05,Co59
Z.mays,6,145719834,1.00E+05,Co59
Z.mays,6,145719834,1.00E+05,Co59
Z.mays,6,145722952,1.00E+05,Co59
Z.mays,6,145880527,1.00E+05,Co59
Z.mays,6,146024093,1.00E+05,Co59
Z.mays,6,146151810,1.00E+05,Co59
Z.mays,6,146168107,1.00E+05,Co59
Z.mays,6,146431206,1.00E+05,Co59
Z.mays,6,147018694,1.00E+05,Co59
Z.mays,6,148320353,1.00E+05,Co59
Z.mays,6,148528411,1.00E+05,Co59
Z.mays,6,149406793,1.00E+05,Co59
Z.mays,6,149406793,1.00E+05,Co59
Z.mays,6,149406793,1.00E+05,Co59
Z.mays,6,149760524,1.00E+05,Co59
Z.mays,6,149894673,1.00E+05,Co59
Z.mays,6,150012430,1.00E+05,Co59
Z.mays,6,150667550,1.00E+05,Co59
Z.mays,6,150992977,1.00E+05,Co59
Z.mays,6,150992977,1.00E+05,Co59
Z.mays,6,150992977,1.00E+05,Co59
Z.mays,6,150992977,1.00E+05,Co59
Z.mays,6,151739024,1.00E+05,Co59
Z.mays,6,151849513,1.00E+05,Co59
Z.mays,6,152462960,1.00E+05,Co59
Z.mays,6,153304134,1.00E+05,Co59
Z.mays,6,153320979,1.00E+05,Co59
Z.mays,6,153320979,1.00E+05,Co59
Z.mays,6,153579586,1.00E+05,Co59
Z.mays,6,154295116,1.00E+05,Co59
Z.mays,6,154295116,1.00E+05,Co59
Z.mays,6,154329242,1.00E+05,Co59
Z.mays,6,154529875,1.00E+05,Co59
Z.mays,6,154529875,1.00E+05,Co59
Z.mays,6,154914416,1.00E+05,Co59
Z.mays,6,154973645,1.00E+05,Co59
Z.mays,6,155052912,1.00E+05,Co59
Z.mays,6,155371750,1.00E+05,Co59
Z.mays,6,155570828,1.00E+05,Co59
Z.mays,6,155642480,1.00E+05,Co59
Z.mays,6,155642480,1.00E+05,Co59
Z.mays,6,155679961,1.00E+05,Co59
Z.mays,6,155818702,1.00E+05,Co59
Z.mays,6,155842194,1.00E+05,Co59
Z.mays,6,156373480,1.00E+05,Co59
Z.mays,6,156581849,1.00E+05,Co59
Z.mays,6,156588105,1.00E+05,Co59
Z.mays,6,156612188,1.00E+05,Co59
Z.mays,6,156653816,1.00E+05,Co59
Z.mays,6,156670078,1.00E+05,Co59
Z.mays,6,156747953,1.00E+05,Co59
Z.mays,6,156825293,1.00E+05,Co59
Z.mays,6,156903097,1.00E+05,Co59
Z.mays,6,156933292,1.00E+05,Co59
Z.mays,6,156933292,1.00E+05,Co59
Z.mays,6,157066637,1.00E+05,Co59
Z.mays,6,157072828,1.00E+05,Co59
Z.mays,6,157167009,1.00E+05,Co59
Z.mays,6,157180295,1.00E+05,Co59
Z.mays,6,157445045,1.00E+05,Co59
Z.mays,6,157701970,1.00E+05,Co59
Z.mays,6,157836568,1.00E+05,Co59
Z.mays,6,157836568,1.00E+05,Co59
Z.mays,6,157836568,1.00E+05,Co59
Z.mays,6,157987071,1.00E+05,Co59
Z.mays,6,158481793,1.00E+05,Co59
Z.mays,6,158481793,1.00E+05,Co59
Z.mays,6,158670657,1.00E+05,Co59
Z.mays,6,158671342,1.00E+05,Co59
Z.mays,6,158671342,1.00E+05,Co59
Z.mays,6,158728773,1.00E+05,Co59
