"Orthogroup","trait","org","Chromosome Name","bp","start","end","loci","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present"
"OG0000092","Cu","Gmax_Wm82.a2.v1",3,44055029,43855029,44791609,"Gmax_Wm82.a2.v1_Cu_3_44055029","Glyma.03G251500",44723994,44729654,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",4
"OG0000092","Cu","Gmax_Wm82.a2.v1",2,556785,356785,1299327,"Gmax_Wm82.a2.v1_Cu_2_556785","Glyma.02G006000",653250,659153,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",4
"OG0000092","Cu","Gmax_Wm82.a2.v1",14,4785275,4585275,6702216,"Gmax_Wm82.a2.v1_Cu_14_4785275","Glyma.14G065200",5359721,5363665,"",4
"OG0000092","Cu","Gmax_Wm82.a2.v1",6,2104129,1904129,2552768,"Gmax_Wm82.a2.v1_Cu_6_2104129","Glyma.06G027300",2111883,2113374,"PTHR11668//PTHR11668:SF244 - SERINE/THREONINE PROTEIN PHOSPHATASE // SUBFAMILY NOT NAMED (1 of 1)",4
"OG0000092","Cu","Gmax_Wm82.a2.v1",3,42819489,42619489,43540392,"Gmax_Wm82.a2.v1_Cu_3_42819489","Glyma.03G234700",43506308,43509312,"PTHR11668:SF262 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 8-RELATED (1 of 2)",4
"OG0000092","Cu","Gmax_Wm82.a2.v1",5,38920939,38720939,39619467,"Gmax_Wm82.a2.v1_Cu_5_38920939","Glyma.05G212100",39356647,39360957,"PTHR11668:SF280 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 7 (1 of 5)",4
"OG0000092","Cu","Osativa_v7.0",2,35361205,35118205,35604205,"Osativa_v7.0_Cu_2_35361205","LOC_Os02g57450",35207612,35211426,"Ser/Thr protein phosphatase family protein, putative, expressed",4
"OG0000092","Cu","Osativa_v7.0",8,22455542,22212542,22698542,"Osativa_v7.0_Cu_8_22455542","LOC_Os08g35440",22334606,22336134,"Ser/Thr protein phosphatase family protein, putative, expressed",4
"OG0000092","Cu","Sbicolor_v3.1.1",10,4069165,3969165,4169165,"Sbicolor_v3.1.1_Cu_10_4069165","Sobic.010G051500",4006575,4011539,"similar to Serine/threonine protein phosphatase",4
"OG0000092","Mg","Athaliana_TAIR10",3,17110397,17035397,17249950,"Athaliana_TAIR10_Mg_3_17110397","AT3G46820",17241781,17244277,"type one serine/threonine protein phosphatase 5",3
"OG0000092","Mg","Athaliana_TAIR10",4,6910252,6835252,6987797,"Athaliana_TAIR10_Mg_4_6910252","AT4G11240",6847112,6849300,"Calcineurin-like metallo-phosphoesterase superfamily protein",3
"OG0000092","Mg","Athaliana_TAIR10",5,23654777,23579777,24080164,"Athaliana_TAIR10_Mg_5_23654777","AT5G59160",23879337,23881688,"type one serine/threonine protein phosphatase 2",3
"OG0000092","Mg","Gmax_Wm82.a2.v1",7,32868034,32668034,33068034,"Gmax_Wm82.a2.v1_Mg_7_32868034","Glyma.07G176300",32927198,32928086,"PTHR11668:SF280 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 7 (1 of 5)",3
"OG0000092","Mg","Gmax_Wm82.a2.v1",14,5212766,5012766,5412766,"Gmax_Wm82.a2.v1_Mg_14_5212766","Glyma.14G065200",5359721,5363665,"",3
"OG0000092","Mg","Gmax_Wm82.a2.v1",19,49270808,49070808,49583333,"Gmax_Wm82.a2.v1_Mg_19_49270808","Glyma.19G248700",49493416,49499610,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",3
"OG0000092","Mg","Sbicolor_v3.1.1",7,57918962,57818962,58018962,"Sbicolor_v3.1.1_Mg_7_57918962","Sobic.007G148600",57953768,57955526,"similar to Serine/threonine protein phosphatase",3
"OG0000092","Na","Athaliana_TAIR10",5,17431897,17356897,17506897,"Athaliana_TAIR10_Na_5_17431897","AT5G43380",17419819,17421982,"type one serine/threonine protein phosphatase 6",3
"OG0000092","Na","Athaliana_TAIR10",4,6745332,6670332,6912217,"Athaliana_TAIR10_Na_4_6745332","AT4G11240",6847112,6849300,"Calcineurin-like metallo-phosphoesterase superfamily protein",3
"OG0000092","Na","Gmax_Wm82.a2.v1",2,398523,198523,897043,"Gmax_Wm82.a2.v1_Na_2_398523","Glyma.02G006000",653250,659153,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",3
"OG0000092","Na","Gmax_Wm82.a2.v1",8,1430415,1230415,1883633,"Gmax_Wm82.a2.v1_Na_8_1430415","Glyma.08G018500",1498348,1502829,"PTHR11668:SF280 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 7 (1 of 5)",3
"OG0000092","Na","Gmax_Wm82.a2.v1",14,4487163,4287163,5841328,"Gmax_Wm82.a2.v1_Na_14_4487163","Glyma.14G065200",5359721,5363665,"",3
"OG0000092","Na","Gmax_Wm82.a2.v1",10,845354,645354,1061293,"Gmax_Wm82.a2.v1_Na_10_845354","Glyma.10G006800",671480,675350,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",3
"OG0000092","Na","Gmax_Wm82.a2.v1",20,45711115,45511115,47093276,"Gmax_Wm82.a2.v1_Na_20_45711115","Glyma.20G222500",45713410,45720018,"PTHR11668:SF259 - SERINE/THREONINE-PROTEIN PHOSPHATASE PP1 ISOZYME 2-RELATED (1 of 8)",3
"OG0000092","Na","Osativa_v7.0",1,13703141,13460141,13946141,"Osativa_v7.0_Na_1_13703141","LOC_Os01g24750",13922344,13927455,"Ser/Thr protein phosphatase family protein, putative, expressed",3
"OG0010236","Cd","Athaliana_TAIR10",1,3061037,2986037,3275208,"Athaliana_TAIR10_Cd_1_3061037","AT1G09280",2998100,3001315,"PTHR22778:SF0 - OVARIAN CANCER-ASSOCIATED GENE 2 PROTEIN (1 of 1)",3
"OG0010236","Cd","Gmax_Wm82.a2.v1",20,33925526,33725526,35107808,"Gmax_Wm82.a2.v1_Cd_20_33925526","Glyma.20G095800",33873593,33877648,"PTHR22778:SF0 - OVARIAN CANCER-ASSOCIATED GENE 2 PROTEIN (1 of 2)",3
"OG0010236","Cd","Osativa_v7.0",12,22885884,22642884,23128884,"Osativa_v7.0_Cd_12_22885884","LOC_Os12g37630",23102020,23105182,"domain of unknown function family protein, expressed",3
"OG0012746","Cd","Athaliana_TAIR10",3,22400453,22325453,22475453,"Athaliana_TAIR10_Cd_3_22400453","AT3G60540",22374963,22375865,"Preprotein translocase Sec, Sec61-beta subunit protein",3
"OG0012746","Cd","Gmax_Wm82.a2.v1",3,3863543,3663543,4585697,"Gmax_Wm82.a2.v1_Cd_3_3863543","Glyma.03G034100",3985015,3987044,"PTHR13509:SF2 - PREPROTEIN TRANSLOCASE SEC, SEC61-BETA SUBUNIT PROTEIN-RELATED (1 of 2)",3
"OG0012746","Cd","Osativa_v7.0",12,3746315,3503315,4167112,"Osativa_v7.0_Cd_12_3746315","LOC_Os12g07490",3719828,3720079,"protein transport protein Sec61 subunit beta, putative, expressed",3
"OG0001504","Na","Athaliana_TAIR10",5,17431897,17356897,17506897,"Athaliana_TAIR10_Na_5_17431897","AT5G43560",17500410,17505646,"TRAF-like superfamily protein",3
"OG0001504","Na","Gmax_Wm82.a2.v1",10,845354,645354,1061293,"Gmax_Wm82.a2.v1_Na_10_845354","Glyma.10G008700",852171,865825,"",3
"OG0001504","Na","Sbicolor_v3.1.1",8,58586487,58486487,58686487,"Sbicolor_v3.1.1_Na_8_58586487","Sobic.008G152900",58524928,58532357,"",3
"OG0001504","Na","Sbicolor_v3.1.1",8,58586487,58486487,58686487,"Sbicolor_v3.1.1_Na_8_58586487","Sobic.008G153000",58542351,58551675,"PF00917 - MATH domain (MATH)  (1 of 53)",3
"OG0002896","Fe","Athaliana_TAIR10",4,18052412,17977412,18255327,"Athaliana_TAIR10_Fe_4_18052412","AT4G38390",17975776,17978380,"root hair specific 17",3
"OG0002896","Fe","Gmax_Wm82.a2.v1",6,669123,469123,1732017,"Gmax_Wm82.a2.v1_Fe_6_669123","Glyma.06G018600",1403996,1411771,"PTHR31818:SF1 - O-FUCOSYLTRANSFERASE-LIKE PROTEIN (1 of 2)",3
"OG0002896","Fe","Sbicolor_v3.1.1",6,53339114,53239114,53439114,"Sbicolor_v3.1.1_Fe_6_53339114","Sobic.006G179000",53329587,53334371,"similar to H0211B05.12 protein",3
"OG0008268","Na","Athaliana_TAIR10",3,9591339,9516339,9666339,"Athaliana_TAIR10_Na_3_9591339","AT3G26360",9655657,9656545,"Ribosomal protein S21 family protein",3
"OG0008268","Na","Gmax_Wm82.a2.v1",9,46681840,46481840,46881840,"Gmax_Wm82.a2.v1_Na_9_46681840","Glyma.09G244200",46679085,46682078,"K02970 - small subunit ribosomal protein S21 (RP-S21, MRPS21, rpsU)  (1 of 2)",3
"OG0008268","Na","Osativa_v7.0",3,27667576,27424576,27910607,"Osativa_v7.0_Na_3_27667576","LOC_Os03g48830",27820011,27822921,"ribosomal protein-related, putative, expressed",3
"OG0001494","Fe","Gmax_Wm82.a2.v1",12,1676080,1476080,1876080,"Gmax_Wm82.a2.v1_Fe_12_1676080","Glyma.12G022000",1597131,1598527,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",3
"OG0001494","Fe","Osativa_v7.0",11,17165975,16922975,17408975,"Osativa_v7.0_Fe_11_17165975","LOC_Os11g29420",17080223,17081391,"LTPL30 - Protease inhibitor/seed storage/LTP family protein precursor, putative, expressed",3
"OG0001494","Fe","Sbicolor_v3.1.1",8,6997191,6897191,7097191,"Sbicolor_v3.1.1_Fe_8_6997191","Sobic.008G063800",6912515,6912956,"PTHR33286:SF1 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN-RELATED (1 of 6)",3
"OG0001494","Fe","Sbicolor_v3.1.1",8,6997191,6897191,7097191,"Sbicolor_v3.1.1_Fe_8_6997191","Sobic.008G064000",6996069,6996753,"PTHR33286:SF1 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN-RELATED (1 of 6)",3
"OG0001494","K","Athaliana_TAIR10",4,16105361,16030361,16180361,"Athaliana_TAIR10_K_4_16105361","AT4G33550",16134440,16135056,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",3
"OG0001494","K","Gmax_Wm82.a2.v1",11,7364550,7164550,7665799,"Gmax_Wm82.a2.v1_K_11_7364550","Glyma.11G095900",7287276,7288134,"PF14368 - Probable lipid transfer (LTP_2)  (1 of 113)",3
"OG0001494","K","Zmays_RefGen_V4",8,176821681,176721681,176921681,"Zmays_RefGen_V4_K_8_176821681","Zm00001d012572",176808613,176813009,"",3
"OG0000910","Cd","Athaliana_TAIR10",1,3061037,2986037,3275208,"Athaliana_TAIR10_Cd_1_3061037","AT1G09560",3093839,3094864,"germin-like protein 5",3
"OG0000910","Cd","Gmax_Wm82.a2.v1",19,47514824,47314824,47793289,"Gmax_Wm82.a2.v1_Cd_19_47514824","Glyma.19G224300",47645626,47647217,"PTHR31238:SF39 - GERMIN-LIKE PROTEIN SUBFAMILY 2 MEMBER 1-RELATED (1 of 8)",3
"OG0000910","Cd","Gmax_Wm82.a2.v1",3,42470022,42270022,43443748,"Gmax_Wm82.a2.v1_Cd_3_42470022","Glyma.03G227400",42925859,42927633,"PTHR31238:SF39 - GERMIN-LIKE PROTEIN SUBFAMILY 2 MEMBER 1-RELATED (1 of 8)",3
"OG0000910","Cd","Osativa_v7.0",5,8177264,7934264,14073401,"Osativa_v7.0_Cd_5_8177264","LOC_Os05g19670",11467161,11468084,"Cupin domain containing protein, expressed",3
"OG0000663","Na","Athaliana_TAIR10",5,6635748,6560748,6710749,"Athaliana_TAIR10_Na_5_6635748","AT5G19640",6636460,6638590,"Major facilitator superfamily protein",3
"OG0000663","Na","Athaliana_TAIR10",1,11757211,11682211,11832211,"Athaliana_TAIR10_Na_1_11757211","AT1G32450",11715150,11719970,"nitrate transporter 1.5",3
"OG0000663","Na","Gmax_Wm82.a2.v1",9,45913326,45713326,46160027,"Gmax_Wm82.a2.v1_Na_9_45913326","Glyma.09G237600",45932309,45938217,"PTHR11654:SF90 - PROTEIN NRT1/ PTR FAMILY 7.2 (1 of 6)",3
"OG0000663","Na","Gmax_Wm82.a2.v1",8,47117318,46917318,47317318,"Gmax_Wm82.a2.v1_Na_8_47117318","Glyma.08G361300",47288505,47290361,"PTHR11654//PTHR11654:SF146 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED (1 of 4)",3
"OG0000663","Na","Gmax_Wm82.a2.v1",18,53782265,53582265,54932215,"Gmax_Wm82.a2.v1_Na_18_53782265","Glyma.18G260000",54610000,54615674,"PTHR11654:SF90 - PROTEIN NRT1/ PTR FAMILY 7.2 (1 of 6)",3
"OG0000663","Na","Gmax_Wm82.a2.v1",17,13037861,12837861,14037433,"Gmax_Wm82.a2.v1_Na_17_13037861","Glyma.17G153300",12841610,12847583,"PTHR11654:SF121 - PROTEIN NRT1/ PTR FAMILY 7.3 (1 of 4)",3
"OG0000663","Na","Osativa_v7.0",2,29595108,29352108,30746030,"Osativa_v7.0_Na_2_29595108","LOC_Os02g48570",29736163,29741713,"peptide transporter PTR2, putative, expressed",3
"OG0004196","Na","Athaliana_TAIR10",5,22379193,22304193,22709758,"Athaliana_TAIR10_Na_5_22379193","AT5G55125",22372020,22373209,"Ribosomal protein L31",3
"OG0004196","Na","Gmax_Wm82.a2.v1",10,6700374,6500374,6900374,"Gmax_Wm82.a2.v1_Na_10_6700374","Glyma.10G069200",6813666,6814481,"PTHR37264:SF1 - RIBOSOMAL PROTEIN L31 (1 of 4)",3
"OG0004196","Na","Sbicolor_v3.1.1",5,55160554,55060554,55260554,"Sbicolor_v3.1.1_Na_5_55160554","Sobic.005G127100",55246646,55250106,"similar to Putative uncharacterized protein",3
"OG0005617","Cd","Athaliana_TAIR10",1,11241030,11166030,11319145,"Athaliana_TAIR10_Cd_1_11241030","AT1G31420",11249600,11253915,"Leucine-rich repeat protein kinase family protein",3
"OG0005617","Cd","Gmax_Wm82.a2.v1",1,48817017,48617017,49017017,"Gmax_Wm82.a2.v1_Cd_1_48817017","Glyma.01G150700",48766088,48775821,"PTHR27000:SF202 - INACTIVE LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE CORYNE-RELATED (1 of 2)",3
"OG0005617","Cd","Osativa_v7.0",3,8799850,8556850,9042850,"Osativa_v7.0_Cd_3_8799850","LOC_Os03g16010",8827645,8833588,"BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed",3
"OG0000697","Cd","Gmax_Wm82.a2.v1",9,49283401,49083401,49914992,"Gmax_Wm82.a2.v1_Cd_9_49283401","Glyma.09G275300",49094668,49096996,"PTHR14155:SF74 - RING-H2 FINGER PROTEIN ATL45-RELATED (1 of 5)",3
"OG0000697","Cd","Osativa_v7.0",5,23414700,23171700,23704945,"Osativa_v7.0_Cd_5_23414700","LOC_Os05g40020",23510183,23511071,"RING-H2 finger protein, putative, expressed",3
"OG0000697","Cd","Osativa_v7.0",11,607508,364508,850508,"Osativa_v7.0_Cd_11_607508","LOC_Os11g02424",722930,726974,"LTPL9 - Protease inhibitor/seed storage/LTP family protein precursor, expressed",3
"OG0000697","Cd","Sbicolor_v3.1.1",8,2736418,2636418,2836418,"Sbicolor_v3.1.1_Cd_8_2736418","Sobic.008G030200",2697233,2698845,"PTHR14155:SF74 - RING-H2 FINGER PROTEIN ATL45-RELATED (1 of 5)",3
"OG0000697","Co","Athaliana_TAIR10",5,163013,88013,396045,"Athaliana_TAIR10_Co_5_163013","AT5G01880",338899,340253,"RING/U-box superfamily protein",3
"OG0000697","Co","Gmax_Wm82.a2.v1",9,49057956,48857956,49343412,"Gmax_Wm82.a2.v1_Co_9_49057956","Glyma.09G275300",49094668,49096996,"PTHR14155:SF74 - RING-H2 FINGER PROTEIN ATL45-RELATED (1 of 5)",3
"OG0000697","Co","Gmax_Wm82.a2.v1",4,48684098,48484098,49300340,"Gmax_Wm82.a2.v1_Co_4_48684098","Glyma.04G222300",49298563,49299159,"PTHR14155//PTHR14155:SF106 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 7)",3
"OG0000697","Co","Gmax_Wm82.a2.v1",18,50257198,50057198,50457198,"Gmax_Wm82.a2.v1_Co_18_50257198","Glyma.18G214200",50112699,50113241,"PTHR14155:SF74 - RING-H2 FINGER PROTEIN ATL45-RELATED (1 of 5)",3
"OG0000697","Co","Sbicolor_v3.1.1",8,2798832,2698832,2898832,"Sbicolor_v3.1.1_Co_8_2798832","Sobic.008G030200",2697233,2698845,"PTHR14155:SF74 - RING-H2 FINGER PROTEIN ATL45-RELATED (1 of 5)",3
"OG0000697","K","Athaliana_TAIR10",5,290180,215180,365493,"Athaliana_TAIR10_K_5_290180","AT5G01880",338899,340253,"RING/U-box superfamily protein",4
"OG0000697","K","Gmax_Wm82.a2.v1",4,48902672,48702672,49397712,"Gmax_Wm82.a2.v1_K_4_48902672","Glyma.04G222300",49298563,49299159,"PTHR14155//PTHR14155:SF106 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 7)",4
"OG0000697","K","Sbicolor_v3.1.1",9,52962945,52862945,53062945,"Sbicolor_v3.1.1_K_9_52962945","Sobic.009G173800",52932232,52934600,"similar to Putative uncharacterized protein",4
"OG0000697","K","Zmays_RefGen_V4",8,175596168,175495777,175696422,"Zmays_RefGen_V4_K_8_175596168","Zm00001d012500",175521188,175521733,"(1 of 8) PTHR14155//PTHR14155:SF74 - RING FINGER DOMAIN-CONTAINING // RING-H2 FINGER PROTEIN ATL45-RELATED",4
"OG0000697","Mg","Athaliana_TAIR10",3,3428066,3353066,3503066,"Athaliana_TAIR10_Mg_3_3428066","AT3G10910",3412911,3414019,"RING/U-box superfamily protein",3
"OG0000697","Mg","Athaliana_TAIR10",5,217380,142380,394703,"Athaliana_TAIR10_Mg_5_217380","AT5G01880",338899,340253,"RING/U-box superfamily protein",3
"OG0000697","Mg","Gmax_Wm82.a2.v1",9,48665322,48465322,49271874,"Gmax_Wm82.a2.v1_Mg_9_48665322","Glyma.09G275300",49094668,49096996,"PTHR14155:SF74 - RING-H2 FINGER PROTEIN ATL45-RELATED (1 of 5)",3
"OG0000697","Mg","Gmax_Wm82.a2.v1",4,49448181,49248181,49648181,"Gmax_Wm82.a2.v1_Mg_4_49448181","Glyma.04G222300",49298563,49299159,"PTHR14155//PTHR14155:SF106 - RING FINGER DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 7)",3
"OG0000697","Mg","Sbicolor_v3.1.1",9,52835851,52735851,52935851,"Sbicolor_v3.1.1_Mg_9_52835851","Sobic.009G173800",52932232,52934600,"similar to Putative uncharacterized protein",3
"OG0003923","Na","Gmax_Wm82.a2.v1",20,221764,21764,816947,"Gmax_Wm82.a2.v1_Na_20_221764","Glyma.20G007400",685143,690637,"PTHR13697:SF1 - PYROPHOSPHATE--FRUCTOSE 6-PHOSPHATE 1-PHOSPHOTRANSFERASE SUBUNIT ALPHA 1-RELATED (1 of 2)",3
"OG0003923","Na","Osativa_v7.0",2,29595108,29352108,30746030,"Osativa_v7.0_Na_2_29595108","LOC_Os02g48360",29604449,29610243,"pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha, putative, expressed",3
"OG0003923","Na","Sbicolor_v3.1.1",4,60747876,60647876,60847876,"Sbicolor_v3.1.1_Na_4_60747876","Sobic.004G261800",60689331,60694786,"similar to Os06g0326400 protein",3
"OG0000806","Mg","Athaliana_TAIR10",5,23654777,23579777,24080164,"Athaliana_TAIR10_Mg_5_23654777","AT5G58380",23596962,23599242,"SOS3-interacting protein 1",3
"OG0000806","Mg","Gmax_Wm82.a2.v1",3,4276534,4076534,4827059,"Gmax_Wm82.a2.v1_Mg_3_4276534","Glyma.03G036900",4497651,4498973,"PF03822//PF07714 - NAF domain (NAF)  // Protein tyrosine kinase (Pkinase_Tyr)  (1 of 1)",3
"OG0000806","Mg","Gmax_Wm82.a2.v1",18,4953024,4753024,5153024,"Gmax_Wm82.a2.v1_Mg_18_4953024","Glyma.18G055000",4773932,4777558,"PTHR24347:SF167 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2 (1 of 11)",3
"OG0000806","Mg","Gmax_Wm82.a2.v1",3,4276534,4076534,4827059,"Gmax_Wm82.a2.v1_Mg_3_4276534","Glyma.03G037200",4558538,4560610,"PTHR24347:SF215 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 20 (1 of 7)",3
"OG0000806","Mg","Gmax_Wm82.a2.v1",9,48665322,48465322,49271874,"Gmax_Wm82.a2.v1_Mg_9_48665322","Glyma.09G277000",49243593,49247193,"",3
"OG0000806","Mg","Gmax_Wm82.a2.v1",18,49582012,49382012,50090219,"Gmax_Wm82.a2.v1_Mg_18_49582012","Glyma.18G212200",49872222,49875889,"PTHR24347:SF215 - CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 20 (1 of 7)",3
"OG0000806","Mg","Sbicolor_v3.1.1",2,76499385,76399385,76599385,"Sbicolor_v3.1.1_Mg_2_76499385","Sobic.002G417300",76453561,76458758,"similar to Putative uncharacterized protein",3
"OG0010264","Na","Athaliana_TAIR10",1,590751,515751,785582,"Athaliana_TAIR10_Na_1_590751","AT1G03090",739679,744184,"methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)",3
"OG0010264","Na","Gmax_Wm82.a2.v1",10,2415976,2215976,2791570,"Gmax_Wm82.a2.v1_Na_10_2415976","Glyma.10G028700",2485817,2497071,"K01968 - 3-methylcrotonyl-CoA carboxylase alpha subunit (E6.4.1.4A)  (1 of 2)",3
"OG0010264","Na","Gmax_Wm82.a2.v1",2,14454800,14254800,15221137,"Gmax_Wm82.a2.v1_Na_2_14454800","Glyma.02G145300",15009322,15014177,"K01968 - 3-methylcrotonyl-CoA carboxylase alpha subunit (E6.4.1.4A)  (1 of 2)",3
"OG0010264","Na","Sbicolor_v3.1.1",8,59365024,59265024,59465024,"Sbicolor_v3.1.1_Na_8_59365024","Sobic.008G160700",59402485,59409682,"similar to Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial precursor",3
"OG0002548","Cd","Athaliana_TAIR10",5,26097578,26022578,26172578,"Athaliana_TAIR10_Cd_5_26097578","AT5G65210",26057623,26061104,"bZIP transcription factor family protein",4
"OG0002548","Cd","Gmax_Wm82.a2.v1",8,9399627,9199627,11029963,"Gmax_Wm82.a2.v1_Cd_8_9399627","Glyma.08G140100",10718408,10726408,"PTHR22952//PTHR22952:SF172 - CAMP-RESPONSE ELEMENT BINDING PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 3)",4
"OG0002548","Cd","Gmax_Wm82.a2.v1",18,1733997,1533997,2322411,"Gmax_Wm82.a2.v1_Cd_18_1733997","Glyma.18G020900",1529592,1536646,"",4
"OG0002548","Cd","Osativa_v7.0",8,4730100,4487100,4973100,"Osativa_v7.0_Cd_8_4730100","LOC_Os08g07970",4505738,4514839,"transcription factor, putative, expressed",4
"OG0002548","Cd","Sbicolor_v3.1.1",6,57571444,57471444,57860732,"Sbicolor_v3.1.1_Cd_6_57571444","Sobic.006G233500",57541249,57549389,"similar to OSJNBb0034I13.13 protein",4
"OG0002548","Mo","Athaliana_TAIR10",5,3192044,3117044,3299418,"Athaliana_TAIR10_Mo_5_3192044","AT5G10030",3137310,3144269,"TGACG motif-binding factor 4",3
"OG0002548","Mo","Gmax_Wm82.a2.v1",18,1612452,1412452,2429173,"Gmax_Wm82.a2.v1_Mo_18_1612452","Glyma.18G020900",1529592,1536646,"",3
"OG0002548","Mo","Osativa_v7.0",8,4323426,4080426,4566426,"Osativa_v7.0_Mo_8_4323426","LOC_Os08g07970",4505738,4514839,"transcription factor, putative, expressed",3
"OG0000787","As","Athaliana_TAIR10",5,10517736,10442736,10720994,"Athaliana_TAIR10_As_5_10517736","AT5G28540",10540460,10543375,"heat shock protein 70 (Hsp 70) family protein",3
"OG0000787","As","Gmax_Wm82.a2.v1",5,39886822,39686822,40086822,"Gmax_Wm82.a2.v1_As_5_39886822","Glyma.05G219600",39907980,39911966,"K09490 - heat shock 70kDa protein 5 (HSPA5, BIP)  (1 of 4)",3
"OG0000787","As","Gmax_Wm82.a2.v1",5,39886822,39686822,40086822,"Gmax_Wm82.a2.v1_As_5_39886822","Glyma.05G219400",39891624,39895750,"K09490 - heat shock 70kDa protein 5 (HSPA5, BIP)  (1 of 4)",3
"OG0000787","As","Osativa_v7.0",8,5711453,5468453,5954453,"Osativa_v7.0_As_8_5711453","LOC_Os08g09770",5645677,5647793,"DnaK family protein, putative, expressed",3
"OG0000787","Fe","Athaliana_TAIR10",5,16881443,16806443,16956443,"Athaliana_TAIR10_Fe_5_16881443","AT5G42020",16807483,16810646,"Heat shock protein 70 (Hsp 70) family protein",4
"OG0000787","Fe","Gmax_Wm82.a2.v1",5,39845334,39645334,40045334,"Gmax_Wm82.a2.v1_Fe_5_39845334","Glyma.05G219600",39907980,39911966,"K09490 - heat shock 70kDa protein 5 (HSPA5, BIP)  (1 of 4)",4
"OG0000787","Fe","Gmax_Wm82.a2.v1",5,39845334,39645334,40045334,"Gmax_Wm82.a2.v1_Fe_5_39845334","Glyma.05G219400",39891624,39895750,"K09490 - heat shock 70kDa protein 5 (HSPA5, BIP)  (1 of 4)",4
"OG0000787","Fe","Sbicolor_v3.1.1",4,950061,850061,1050061,"Sbicolor_v3.1.1_Fe_4_950061","Sobic.004G011700",962795,966975,"similar to Luminal-binding protein 2 precursor",4
"OG0000787","Fe","Zmays_RefGen_V4",4,245531202,245431175,245631229,"Zmays_RefGen_V4_Fe_4_245531202","Zm00001d054043",245469383,245473221,"(1 of 2) PTHR19375//PTHR19375:SF219//PTHR19375:SF228 - HEAT SHOCK PROTEIN 70KDA // MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 37A-RELATED // SUBFAMILY NOT NAMED",4
"OG0000438","K","Athaliana_TAIR10",4,1257165,1182165,1332221,"Athaliana_TAIR10_K_4_1257165","AT4G02900",1284066,1287747,"ERD (early-responsive to dehydration stress) family protein",3
"OG0000438","K","Gmax_Wm82.a2.v1",2,45505123,45305123,46399186,"Gmax_Wm82.a2.v1_K_2_45505123","Glyma.02G271300",45512377,45519675,"PTHR13018:SF46 - ERD (EARLY-RESPONSIVE TO DEHYDRATION STRESS) FAMILY PROTEIN-RELATED (1 of 1)",3
"OG0000438","K","Gmax_Wm82.a2.v1",3,36346949,36146949,37114473,"Gmax_Wm82.a2.v1_K_3_36346949","Glyma.03G151300",36616173,36624672,"",3
"OG0000438","K","Gmax_Wm82.a2.v1",7,43825613,43625613,44025613,"Gmax_Wm82.a2.v1_K_7_43825613","Glyma.07G263300",43765485,43773417,"PTHR13018:SF47 - ERD (EARLY-RESPONSIVE TO DEHYDRATION STRESS) FAMILY PROTEIN-RELATED (1 of 6)",3
"OG0000438","K","Sbicolor_v3.1.1",9,59169390,59069390,59269390,"Sbicolor_v3.1.1_K_9_59169390","Sobic.009G258100",59199953,59207214,"similar to Putative uncharacterized protein",3
